0	34
22	1
31	1
33	1
36	1
38	2
42	2
44	3
50	2
52	1
55	1
57	3
61	3
66	1
68	1
72	7
73	3
77	4
78	2
83	2
84	5
88	2
89	2
94	8
100	20
