geneNames	transcriptNames	id	fc	pval	qval
.	MSTRG.12479.1	24597	1.35692630660116	0.00551971630326964	0.87545165134104
.	MSTRG.12679.1	24963	0.60596679764456	0.0055606529055412	0.87545165134104
.	MSTRG.11364.1	22345	2.05723906074126	0.00558248338526901	0.87545165134104
.	MSTRG.7002.4	13564	2.23387451310829	0.00566149318582543	0.87545165134104
.	MSTRG.1116.1	2065	1.34341971096878	0.00569112217651169	0.87545165134104
.	MSTRG.173.1	340	1.66619640102605	0.00579403933702349	0.87545165134104
.	MSTRG.6058.2	11559	2.74102447835783	0.00584453975840638	0.87545165134104
.	MSTRG.5010.1	9499	1.51649605999625	0.0063361833453438	0.87545165134104
.	MSTRG.11277.1	22162	0.827551673134531	0.00637895666118005	0.87545165134104
.	MSTRG.121.1	249	3.40863270611208	0.00647705966522372	0.87545165134104
.	MSTRG.6702.82	12956	0.273160037233444	0.00647932172959886	0.87545165134104
.	MSTRG.8494.1	16491	0.776715297685156	0.00662577196809888	0.87545165134104
.	MSTRG.1867.2	3455	0.788107162610965	0.00663172005112589	0.87545165134104
.	MSTRG.7985.1	15505	1.41712935529337	0.00678010662843509	0.87545165134104
.	MSTRG.11050.3	21699	10.3568982783379	0.00678852645305905	0.87545165134104
.	MSTRG.2867.1	5356	1.82229023866326	0.00685583846858873	0.87545165134104
.	MSTRG.613.2	1085	0.059313555985711	0.00690103808113496	0.87545165134104
.	MSTRG.1106.4	2049	6.00705111107127	0.00696560147512959	0.87545165134104
.	MSTRG.9818.1	19224	0.454346774298425	0.00706018946891684	0.87545165134104
.	MSTRG.10737.4	21045	0.55612608084769	0.00718549201281993	0.87545165134104
.	MSTRG.627.1	1109	0.40470895203345	0.00728536456637141	0.87545165134104
.	MSTRG.9191.2	17943	1.73216960351566	0.00729393880516105	0.87545165134104
.	MSTRG.9242.1	18045	1.47267067220953	0.00737705672871314	0.87545165134104
.	MSTRG.11870.8	23545	3.46435043910163	0.00741565340758898	0.87545165134104
.	MSTRG.11614.8	22958	25.2830332628315	0.00743334022951747	0.87545165134104
.	MSTRG.7569.3	14730	0.128431064874996	0.00750003445206404	0.87545165134104
.	MSTRG.7949.2	15446	6.9883172711873	0.0075606651886686	0.87545165134104
.	MSTRG.8276.4	16055	3.90564913414832	0.00770216052403672	0.87545165134104
.	MSTRG.4569.5	8595	0.528199136476037	0.0077801598331001	0.87545165134104
.	MSTRG.6054.1	11550	0.689727860035386	0.0078046676271234	0.87545165134104
.	MSTRG.4726.2	8861	1.74937787391935	0.00802257514989191	0.87545165134104
.	MSTRG.7638.3	14868	1.82672132634946	0.00803266737729413	0.87545165134104
.	MSTRG.11397.2	22405	1.17849223098059	0.00811434343543727	0.87545165134104
.	MSTRG.8629.4	16812	0.383899862546769	0.00830292640526231	0.87545165134104
.	MSTRG.9136.2	17831	9.67790749611856	0.00830733689822472	0.87545165134104
.	MSTRG.1219.1	2270	1.73867735874318	0.00836184401432094	0.87545165134104
.	MSTRG.12825.2	25271	0.597572378757791	0.00836656565294081	0.87545165134104
.	MSTRG.3524.1	6553	0.793976667703438	0.00837928334800542	0.87545165134104
.	MSTRG.3637.1	6774	0.722659963869027	0.00852181588238754	0.87545165134104
.	MSTRG.5220.1	9833	0.566035070067043	0.00857197605592486	0.87545165134104
.	MSTRG.8701.1	16964	1.64078001314833	0.00861481764852656	0.87545165134104
.	MSTRG.371.1	666	0.616183250930132	0.00862569474116659	0.87545165134104
.	MSTRG.1608.1	2954	0.832251964404316	0.00868324238900875	0.87545165134104
.	MSTRG.10377.1	20296	1.29945558771139	0.00879657300749326	0.87545165134104
.	MSTRG.628.1	1130	1.72699452119444	0.00884727280930675	0.87545165134104
.	MSTRG.3342.1	6236	1.64125634794925	0.00885646110506721	0.87545165134104
.	MSTRG.2276.4	4234	3.57572206794841	0.00896594446937016	0.87545165134104
.	MSTRG.6043.9	11516	6.37562649709171	0.00896967682131833	0.87545165134104
.	MSTRG.9769.1	19140	1.39302355768654	0.00903578994600918	0.87545165134104
.	MSTRG.7243.4	14030	0.263378870306091	0.0091035755968264	0.87545165134104
.	MSTRG.11193.1	22004	0.712588430461474	0.00913976671065186	0.87545165134104
.	MSTRG.11446.1	22497	1.29517467154761	0.00920182253016111	0.87545165134104
.	MSTRG.6702.18	12895	0.151302251346446	0.0092757787123221	0.87545165134104
.	MSTRG.6043.5	11512	30.0224484240722	0.00932182223601807	0.87545165134104
.	MSTRG.23.1	71	0.747059769361623	0.00933187906035227	0.87545165134104
.	MSTRG.8645.2	16838	0.278620715627777	0.00941546128566439	0.87545165134104
.	MSTRG.2076.2	3866	0.348991287224161	0.00942269578421728	0.87545165134104
.	MSTRG.3910.2	7291	0.324680171294062	0.00945362324249843	0.87545165134104
.	MSTRG.11146.2	21913	0.459831341288587	0.00960684329761441	0.87545165134104
.	MSTRG.3703.1	6889	0.743815526091403	0.00961430115156325	0.87545165134104
.	MSTRG.11324.1	22273	0.80400359203645	0.00980462077899547	0.87545165134104
.	MSTRG.7021.1	13600	0.751711244633913	0.00990321171412711	0.87545165134104
.	MSTRG.7586.1	14765	0.142023292166434	0.0100256390153191	0.87545165134104
.	MSTRG.9213.1	17986	4.78814729533002	0.0100497918974531	0.87545165134104
.	MSTRG.11375.3	22369	0.625087924540534	0.0100800554119311	0.87545165134104
.	MSTRG.134.1	277	1.05103468189257	0.0101848460883938	0.87545165134104
.	MSTRG.1086.1	2017	1.53799106507251	0.0102828078173376	0.87545165134104
.	MSTRG.11893.1	23598	0.504011709690172	0.0102992336482697	0.87545165134104
.	MSTRG.4596.2	8651	0.557643382994061	0.0103663336886075	0.87545165134104
.	MSTRG.1684.1	3085	0.505706190278541	0.0103910719584273	0.87545165134104
.	MSTRG.8584.5	16703	2.65991911032524	0.0104323347914484	0.87545165134104
.	MSTRG.12049.1	23856	1.6477416027801	0.0104881414669373	0.87545165134104
.	MSTRG.8086.5	15708	2.53835884031943	0.0104905478627917	0.87545165134104
.	MSTRG.10561.4	20669	8.37073287931151	0.0105334601530073	0.87545165134104
.	MSTRG.7505.2	14575	0.192411906207936	0.0105408832963185	0.87545165134104
.	MSTRG.3210.3	5987	0.790626935924863	0.0107654157806213	0.87545165134104
.	MSTRG.1355.3	2521	0.128116634260175	0.0108242537888616	0.87545165134104
.	MSTRG.1330.2	2470	20.4011830664627	0.0108390020491078	0.87545165134104
.	MSTRG.3736.1	6950	1.22432650984521	0.0108813902225431	0.87545165134104
.	MSTRG.6148.1	11734	1.56143068223734	0.0108900762734107	0.87545165134104
.	MSTRG.6208.1	11844	0.669167177829527	0.0109743898096329	0.87545165134104
.	MSTRG.2459.1	4556	0.821200551686345	0.0110203166762556	0.87545165134104
.	MSTRG.7130.1	13816	1.4260045494249	0.0110645232490773	0.87545165134104
.	MSTRG.7812.1	15208	1.38308733810444	0.0110948040607843	0.87545165134104
.	MSTRG.1642.3	3012	0.40267755945603	0.0111946734432754	0.87545165134104
.	MSTRG.10125.1	19817	0.694204806432157	0.0112299463371943	0.87545165134104
.	MSTRG.9635.1	18883	1.22218957089006	0.0113494566911398	0.87545165134104
.	MSTRG.3023.2	5653	0.292686717878004	0.0113508929374746	0.87545165134104
.	MSTRG.2642.1	4896	0.673344596023197	0.011368265054567	0.87545165134104
.	MSTRG.11599.4	22814	0.522001523555558	0.0113756244564913	0.87545165134104
.	MSTRG.3856.1	7190	0.318466109758705	0.0113909189067096	0.87545165134104
.	MSTRG.11843.22	23427	6.02115961998018	0.0114114071876124	0.87545165134104
.	MSTRG.2276.6	4237	0.113594168179175	0.0114196053199636	0.87545165134104
.	MSTRG.5911.1	11287	0.309322065708244	0.0114732206873213	0.87545165134104
.	MSTRG.6507.5	12428	1.78405245667594	0.0114906715724854	0.87545165134104
.	MSTRG.8787.2	17081	0.0783313205303812	0.0116128087002749	0.87545165134104
.	MSTRG.7172.2	13895	0.511848101886587	0.0116727165542199	0.87545165134104
.	MSTRG.7580.2	14748	0.357799888227199	0.0118954492585704	0.87545165134104
.	MSTRG.12305.3	24280	0.292784425013374	0.0119023311025643	0.87545165134104
.	MSTRG.7776.1	15142	1.11613671899206	0.0120063369527894	0.87545165134104
.	MSTRG.3810.1	7110	1.17813828064694	0.0120466902768677	0.87545165134104
.	MSTRG.9889.2	19357	0.528227042461763	0.0120602959837783	0.87545165134104
.	MSTRG.6358.1	12150	0.667780489413546	0.0120939507731763	0.87545165134104
.	MSTRG.12688.2	24980	2.08443045184625	0.0121090731366962	0.87545165134104
.	MSTRG.4268.3	8009	1.78909900963378	0.0121685898692481	0.87545165134104
.	MSTRG.6087.1	11607	1.51397207830675	0.012171252369755	0.87545165134104
.	MSTRG.2461.4	4563	3.02268620978579	0.0122509349850091	0.87545165134104
.	MSTRG.9382.1	18358	5.07866693670084	0.0122730612408778	0.87545165134104
.	MSTRG.9576.1	18780	1.45275744488291	0.0123174970842319	0.87545165134104
.	MSTRG.7140.2	13829	0.631951801251794	0.0125290258447353	0.87545165134104
.	MSTRG.9623.1	18859	0.523434170012538	0.0125610616983645	0.87545165134104
.	MSTRG.4818.1	9096	1.91284494901194	0.0125759178888265	0.87545165134104
.	MSTRG.11472.1	22551	0.124219484451273	0.0127218207494619	0.87545165134104
.	MSTRG.11601.1	22819	0.355499380373252	0.0127366112538165	0.87545165134104
.	MSTRG.12076.2	23890	7.41953210848598	0.0127769159959783	0.87545165134104
.	MSTRG.7505.3	14576	0.859152109640005	0.0128726461704637	0.87545165134104
.	MSTRG.8004.1	15551	1.69945077716993	0.0130175293683646	0.87545165134104
.	MSTRG.9884.1	19349	1.70241796724297	0.0131113989038162	0.87545165134104
.	MSTRG.4705.2	8821	0.638522124879311	0.0131598269566837	0.87545165134104
.	MSTRG.987.2	1801	1.54739347096121	0.0132550009833639	0.87545165134104
.	MSTRG.4208.6	7888	0.210894914024512	0.0132729339054511	0.87545165134104
.	MSTRG.11744.1	23204	2.19754234495808	0.0132910865803273	0.87545165134104
.	MSTRG.4024.1	7503	0.633786045402341	0.0133124505095035	0.87545165134104
.	MSTRG.12471.1	24584	0.271551330152032	0.0134071213092581	0.87545165134104
.	MSTRG.941.2	1721	1.76205682653905	0.0134597726400919	0.87545165134104
.	MSTRG.9005.1	17567	0.850005837773777	0.0134764979302092	0.87545165134104
.	MSTRG.8499.6	16504	0.392774942566995	0.0136677701492856	0.87545165134104
.	MSTRG.6849.9	13277	2.28100676568634	0.0137782619432945	0.87545165134104
.	MSTRG.3793.1	7063	1.11519371870974	0.0137907068717031	0.87545165134104
.	MSTRG.8984.1	17532	0.677602252593032	0.013846477055437	0.87545165134104
.	MSTRG.4626.1	8702	1.39330477545067	0.0138974488401117	0.87545165134104
.	MSTRG.2276.1	4232	3.50469381448911	0.0139273182406503	0.87545165134104
.	MSTRG.6411.1	12244	0.76634276856468	0.0139597534924442	0.87545165134104
.	MSTRG.6701.4	12870	3.32187137995365	0.0140076779408609	0.87545165134104
.	MSTRG.3030.1	5664	1.45004351901027	0.0140766470173903	0.87545165134104
.	MSTRG.11077.10	21770	0.575233386079869	0.0142455342709937	0.87545165134104
.	MSTRG.7309.1	14179	1.82216965687601	0.0142566129574851	0.87545165134104
.	MSTRG.3622.3	6749	0.411239742042708	0.0143498292538162	0.87545165134104
.	MSTRG.4752.1	8912	0.875118558849776	0.0144328632754723	0.87545165134104
.	MSTRG.7442.2	14436	0.396177672217494	0.0144394262015498	0.87545165134104
.	MSTRG.2192.2	4092	4.60641258723733	0.014529807768586	0.87545165134104
.	MSTRG.4495.1	8453	1.57263112640517	0.014542117007467	0.87545165134104
.	MSTRG.2587.2	4804	0.190324525662415	0.0146095811784908	0.87545165134104
.	MSTRG.2621.3	4869	0.093314066507125	0.0147838713736388	0.87545165134104
.	MSTRG.10600.2	20762	0.698934036256661	0.0147875589236034	0.87545165134104
.	MSTRG.1410.2	2612	2.39319787963045	0.0148316266101993	0.87545165134104
.	MSTRG.4052.1	7561	0.464575195633567	0.0149793046617099	0.87545165134104
.	MSTRG.3937.3	7338	3.61445221460442	0.0149887960842761	0.87545165134104
.	MSTRG.6287.1	12013	2.4893361216334	0.0150005525609949	0.87545165134104
.	MSTRG.5512.3	10449	0.343244749947447	0.0150173698891177	0.87545165134104
.	MSTRG.2694.7	4993	0.594203150775771	0.0150391573927855	0.87545165134104
.	MSTRG.10616.1	20786	0.748141275058588	0.0151035148157966	0.87545165134104
.	MSTRG.5400.1	10197	0.722335071145447	0.0151569528854165	0.87545165134104
.	MSTRG.10417.1	20380	0.640831622117672	0.0151987116645688	0.87545165134104
.	MSTRG.11851.1	23476	0.547878077177496	0.0152441299357882	0.87545165134104
.	MSTRG.12424.1	24503	0.526287181269791	0.0152456487652534	0.87545165134104
.	MSTRG.7454.1	14458	1.17859663623845	0.0154302364954915	0.87545165134104
.	MSTRG.4962.2	9391	2.76788664363798	0.0155219994978564	0.87545165134104
.	MSTRG.7832.1	15242	0.673616171757834	0.0156742110309847	0.87545165134104
.	MSTRG.1378.3	2563	1.63085948174956	0.0157619973907395	0.87545165134104
.	MSTRG.6804.1	13159	0.879327596576601	0.0158365854448351	0.87545165134104
.	MSTRG.9549.2	18717	0.282780005106992	0.0160228958163922	0.87545165134104
.	MSTRG.5884.2	11217	5.62052098335278	0.0161012115520662	0.87545165134104
.	MSTRG.6601.1	12634	0.732146925691185	0.0162217034449421	0.87545165134104
.	MSTRG.2643.1	4898	1.64475114545759	0.0165201398075331	0.87545165134104
.	MSTRG.1687.2	3093	1.82063884875439	0.0165492149235846	0.87545165134104
.	MSTRG.6702.85	12959	1.71100756619429	0.0165877936907053	0.87545165134104
.	MSTRG.6064.1	11566	1.87566940073549	0.0166090463153863	0.87545165134104
.	MSTRG.11679.5	23092	14.7985942606772	0.016627953201107	0.87545165134104
.	MSTRG.11867.1	23529	0.853116648410993	0.0166386264019767	0.87545165134104
.	MSTRG.9129.1	17817	0.613048556029948	0.0166823512917933	0.87545165134104
.	MSTRG.12558.6	24739	0.588978642343835	0.0167197225359604	0.87545165134104
.	MSTRG.3495.1	6494	3.62410802154083	0.0167485247519246	0.87545165134104
.	MSTRG.7758.2	15096	0.890600164606767	0.0168016029452882	0.87545165134104
.	MSTRG.12589.5	24793	3.54633969952537	0.0168115400699742	0.87545165134104
.	MSTRG.11293.5	22197	4.24293900987066	0.0169287781146474	0.87545165134104
.	MSTRG.3268.3	6092	4.3176423088555	0.0169726261472423	0.87545165134104
.	MSTRG.4049.1	7558	1.38900334497918	0.0169763887918537	0.87545165134104
.	MSTRG.6168.1	11772	0.381666330671196	0.0169892172060065	0.87545165134104
.	MSTRG.3946.2	7352	0.545562285663586	0.017075331600898	0.87545165134104
.	MSTRG.1141.1	2112	1.24266380827665	0.0171879047378215	0.87545165134104
.	MSTRG.9787.3	19176	2.4865085095926	0.0172027712851033	0.87545165134104
.	MSTRG.90.1	198	1.30048878756042	0.0173854956700512	0.87545165134104
.	MSTRG.2045.1	3803	1.73968243235542	0.0175924412147699	0.87545165134104
.	MSTRG.10130.2	19835	0.243693656029546	0.0176174074229176	0.87545165134104
.	MSTRG.7501.4	14569	0.183226279952234	0.017672815743919	0.87545165134104
.	MSTRG.1900.1	3520	1.58141964084985	0.0177001031218785	0.87545165134104
.	MSTRG.96.2	206	2.11637862126198	0.0178219655389583	0.87545165134104
.	MSTRG.8224.1	15958	0.781968287196595	0.0179092958845872	0.87545165134104
.	MSTRG.2043.1	3799	3.19273540580379	0.0179643807163501	0.87545165134104
.	MSTRG.3805.5	7100	1.2653979188348	0.0179820053370849	0.87545165134104
.	MSTRG.8812.10	17127	0.0386077426250971	0.0180389708556888	0.87545165134104
.	MSTRG.4052.2	7562	8.89772771531161	0.0180545555892407	0.87545165134104
.	MSTRG.3585.2	6666	0.769488125172055	0.0181058117570856	0.87545165134104
.	MSTRG.11413.1	22436	0.724426075023841	0.0181255383244665	0.87545165134104
.	MSTRG.8946.1	17467	1.53762465979064	0.0181763743063892	0.87545165134104
.	MSTRG.7302.3	14165	2.52483811563763	0.0181791991645034	0.87545165134104
.	MSTRG.5106.1	9662	3.79088157407766	0.0182189028401316	0.87545165134104
.	MSTRG.4236.1	7948	1.52923409950479	0.0182939490119439	0.87545165134104
.	MSTRG.6664.2	12794	0.890019492504183	0.0183056459539024	0.87545165134104
.	MSTRG.1690.1	3096	0.306422440340815	0.0183553708705747	0.87545165134104
.	MSTRG.5385.3	10168	3.93068718692237	0.0184147623617235	0.87545165134104
.	MSTRG.6849.2	13268	4.45267293040097	0.0185271661152736	0.87545165134104
.	MSTRG.5121.2	9684	1.3021341973042	0.0185272476979146	0.87545165134104
.	MSTRG.4593.1	8645	0.123740070772975	0.01861421285138	0.87545165134104
.	MSTRG.11022.1	21619	0.453310290046791	0.0186645275619726	0.87545165134104
.	MSTRG.11350.1	22315	0.774113801868439	0.0187214892286357	0.87545165134104
.	MSTRG.7096.9	13754	0.314799483641218	0.0188968473239622	0.87545165134104
.	MSTRG.7369.16	14300	0.256482248648886	0.0189942307120368	0.87545165134104
.	MSTRG.1295.1	2412	1.47849556913487	0.0190560099718926	0.87545165134104
.	MSTRG.1806.1	3325	1.43156688498343	0.019144942916018	0.87545165134104
.	MSTRG.10747.1	21067	0.67853349394927	0.0191491605354066	0.87545165134104
.	MSTRG.12453.3	24561	1.31763659830751	0.0191938661636023	0.87545165134104
.	MSTRG.8910.1	17393	0.662891492884335	0.0192253052193521	0.87545165134104
.	MSTRG.8196.2	15909	1.70998769067772	0.0194088493707674	0.87545165134104
.	MSTRG.5726.1	10903	1.78052960721606	0.0194133099906539	0.87545165134104
.	MSTRG.4591.2	8643	2.19300437106929	0.0194333095742818	0.87545165134104
.	MSTRG.5481.1	10355	0.728039716352283	0.0196108571608218	0.87545165134104
.	MSTRG.4772.1	8947	1.33105893779135	0.0196657425410018	0.87545165134104
.	MSTRG.10548.3	20645	0.46370916132316	0.0197130046480558	0.87545165134104
.	MSTRG.4954.2	9376	1.48987238400664	0.0197167005293371	0.87545165134104
.	MSTRG.3796.6	7073	0.279967131656399	0.0197569449710676	0.87545165134104
.	MSTRG.8489.2	16482	0.794601997735878	0.0197631928102742	0.87545165134104
.	MSTRG.6043.6	11513	19.7948678752096	0.0199125866618849	0.87545165134104
.	MSTRG.12592.2	24799	0.441037825145914	0.0200007859214837	0.87545165134104
.	MSTRG.3082.1	5768	0.294004848299033	0.020010447930134	0.87545165134104
.	MSTRG.8149.2	15820	1.32570677209531	0.020026534927205	0.87545165134104
.	MSTRG.6920.1	13408	0.712124016112901	0.0200644925155709	0.87545165134104
.	MSTRG.5084.1	9629	1.08434679839205	0.0201286999369801	0.87545165134104
.	MSTRG.12713.2	25038	0.0145296515676848	0.0203480086908157	0.87545165134104
.	MSTRG.2808.1	5247	0.598281825065443	0.0203677062004386	0.87545165134104
.	MSTRG.11010.1	21596	1.43182190075702	0.0205208004618234	0.87545165134104
.	MSTRG.3775.1	7033	1.94725855437547	0.0205522332645868	0.87545165134104
.	MSTRG.5348.1	10110	1.29623863169833	0.0206059189948319	0.87545165134104
.	MSTRG.7308.1	14178	1.51688575027315	0.0206696583248219	0.87545165134104
.	MSTRG.8858.3	17290	0.00305059606422482	0.0207259414441139	0.87545165134104
.	MSTRG.10365.3	20277	0.465262732152487	0.0207417408601357	0.87545165134104
.	MSTRG.4759.1	8927	0.598319605877999	0.0207459411480577	0.87545165134104
.	MSTRG.1584.5	2912	0.224146037651236	0.020839149926273	0.87545165134104
.	MSTRG.9252.2	18071	0.379743341450044	0.0208856767224908	0.87545165134104
.	MSTRG.11705.2	23131	0.291213841552315	0.020948592245388	0.87545165134104
.	MSTRG.2852.2	5339	0.353562506141044	0.0209785031278515	0.87545165134104
.	MSTRG.11388.1	22389	0.582273781622499	0.0210212907884728	0.87545165134104
.	MSTRG.8789.2	17085	13.8493540185183	0.021064859860679	0.87545165134104
.	MSTRG.2845.2	5329	1.85107767661987	0.0210751437010817	0.87545165134104
.	MSTRG.864.9	1561	0.655453149591682	0.0211234471552652	0.87545165134104
.	MSTRG.3908.1	7288	1.67531043080141	0.0211974914078835	0.87545165134104
.	MSTRG.1953.1	3607	1.32033886134614	0.0212139590385797	0.87545165134104
.	MSTRG.711.1	1302	1.20771738438852	0.0214468077130217	0.87545165134104
.	MSTRG.6538.5	12500	0.295327290909471	0.0215217893459341	0.87545165134104
.	MSTRG.7429.1	14414	0.606132201166042	0.021656206061152	0.87545165134104
.	MSTRG.5138.3	9708	0.177914279007128	0.0217252046550607	0.87545165134104
.	MSTRG.3220.4	6007	2.07471212996878	0.021738501559411	0.87545165134104
.	MSTRG.129.2	268	5.61382125861591	0.0219594974821982	0.87545165134104
.	MSTRG.10714.3	20978	4.00434380147052	0.0221534022414419	0.87545165134104
.	MSTRG.8468.2	16431	0.350929603491752	0.0222821474917195	0.87545165134104
.	MSTRG.1512.1	2773	0.837538100089346	0.0222848955478533	0.87545165134104
.	MSTRG.12436.1	24520	1.68235610672929	0.0222960795030694	0.87545165134104
.	MSTRG.1986.1	3681	1.67483156458473	0.0223037399201675	0.87545165134104
.	MSTRG.5891.1	11238	1.71337499133982	0.0223072230542705	0.87545165134104
.	MSTRG.11088.3	21799	2.94215587013359	0.022318453724582	0.87545165134104
.	MSTRG.12313.1	24296	1.57746721671084	0.0223827006564887	0.87545165134104
.	MSTRG.12474.2	24588	1.67417803010338	0.0224251733414387	0.87545165134104
